,age,gender,height_cm,weight_kg,body fat_%
9994,27.0,M,172.6,72.3,12.4
9995,30.0,F,164.3,56.46,26.7
9996,55.0,M,164.0,64.5,21.5
9997,56.0,M,169.2,64.7,16.7
9998,60.0,M,177.0,82.6,20.6
9999,31.0,F,155.6,43.6,27.2
10000,42.0,F,152.2,86.6,46.3
10001,57.0,M,163.4,71.5,26.4
10002,50.0,M,167.0,64.8,19.8
10003,43.0,F,159.1,57.3,27.6
10004,28.0,F,158.1,49.4,27.2
10005,24.0,M,173.0,72.8,20.4
10006,22.0,F,162.4,54.9,28.9
10007,38.0,M,177.0,69.7,15.7
10008,63.0,M,167.9,67.1,21.1
10009,53.0,F,159.4,61.4,32.7
10010,37.0,M,175.3,72.8,16.4
10011,45.0,M,167.4,73.5,24.1
10012,22.0,M,180.4,82.0,15.2
10013,63.0,M,171.8,66.9,21.9
10014,56.0,M,176.8,73.8,23.1
10015,43.0,F,171.3,56.52,21.8
10016,24.0,M,177.9,62.7,10.5
10017,55.0,F,156.0,64.4,40.0
10018,29.0,M,182.3,80.5,17.6
10019,38.0,M,183.4,87.3,20.7
10020,27.0,F,162.4,59.7,31.8
10021,61.0,F,154.3,49.2,31.4
10022,39.0,M,174.8,94.1,24.0
10023,29.0,M,179.0,105.6,30.7
10024,22.0,F,163.8,56.2,25.4
10025,57.0,M,167.9,68.1,17.6
10026,31.0,F,164.8,56.1,26.0
10027,26.0,M,166.8,70.7,19.3
10028,34.0,M,176.3,78.6,18.6
10029,57.0,F,160.1,45.6,9.7
10030,38.0,M,171.7,83.5,20.2
10031,36.0,M,171.3,73.8,20.7
10032,57.0,M,162.7,74.5,24.9
10033,21.0,F,175.8,54.4,32.2
10034,26.0,M,171.5,72.1,18.4
10035,39.0,F,161.1,51.0,22.7
10036,31.0,M,175.9,76.8,21.3
10037,23.0,M,176.9,66.7,14.2
10038,60.0,M,164.4,63.7,21.2
10039,55.0,F,162.9,60.2,30.7
10040,30.0,M,185.8,90.5,20.8
10041,28.0,M,170.0,83.0,29.8
10042,23.0,M,178.6,69.3,20.4
10043,30.0,M,180.9,71.9,24.9
10044,56.0,F,167.5,74.0,32.0
10045,32.0,M,172.3,77.6,22.6
10046,22.0,F,153.4,49.5,33.7
10047,28.0,M,177.9,71.0,11.6
10048,39.0,M,175.8,89.2,23.1
10049,39.0,F,158.0,54.5,29.0
10050,47.0,M,168.5,75.9,24.7
10051,32.0,M,171.5,84.4,25.7
10052,29.0,F,165.7,56.9,20.3
10053,32.0,M,173.4,82.5,21.0
10054,27.0,F,162.5,55.8,30.4
10055,26.0,M,163.5,65.7,21.5
10056,64.0,F,159.0,58.9,30.1
10057,62.0,F,149.2,49.6,31.4
10058,25.0,F,168.0,68.4,28.9
10059,23.0,F,154.1,52.0,27.1
10060,36.0,M,175.0,70.5,15.8
10061,30.0,M,187.8,81.3,13.7
10062,29.0,F,171.2,56.76,27.5
10063,55.0,F,154.0,54.5,30.3
10064,53.0,F,156.1,72.9,41.3
10065,29.0,M,175.9,79.6,24.5
10066,63.0,M,163.1,65.7,28.1
10067,34.0,M,180.0,72.5,16.5
10068,56.0,F,155.1,46.4,30.2
10069,43.0,M,178.8,84.3,21.7
10070,37.0,M,173.2,98.5,35.3
10071,27.0,M,173.7,76.1,9.2
10072,40.0,F,158.4,55.3,26.1
10073,22.0,M,167.0,71.1,27.2
10074,32.0,M,173.9,78.4,10.7
10075,27.0,M,178.2,73.2,24.4
10076,23.0,F,164.4,62.1,31.5
10077,61.0,F,157.8,59.8,40.3
10078,30.0,F,166.1,59.5,27.4
10079,32.0,M,176.6,76.4,19.0
10080,28.0,M,178.9,81.6,10.2
10081,21.0,F,160.1,53.8,26.8
10082,35.0,M,178.3,61.12,19.2
10083,27.0,M,173.8,74.9,9.5
10084,34.0,M,175.2,73.9,19.1
10085,43.0,M,176.0,84.1,15.7
10086,38.0,F,168.7,62.6,25.1
10087,60.0,F,152.4,56.1,35.2
10088,39.0,M,166.2,68.0,21.5
10089,23.0,F,163.4,65.5,29.2
10090,22.0,M,171.4,73.6,15.7
10091,59.0,M,167.1,59.6,20.2
10092,62.0,F,158.1,58.0,29.0
10093,26.0,M,171.7,67.3,13.9
10094,24.0,F,159.3,60.32,32.5
10095,21.0,M,175.3,74.6,21.1
10096,30.0,F,162.9,52.3,18.7
10097,25.0,M,184.6,69.9,13.1
10098,24.0,F,157.8,54.3,29.4
10099,29.0,M,167.6,51.6,14.0
10100,21.0,M,183.1,77.2,19.7
10101,51.0,M,162.4,72.2,20.5
10102,29.0,F,163.5,55.1,27.5
10103,27.0,M,164.5,68.4,22.8
10104,31.0,F,168.3,53.2,23.1
10105,31.0,M,170.5,79.2,29.6
10106,30.0,M,181.0,91.6,21.3
10107,23.0,M,167.0,62.68,15.0
10108,40.0,M,167.8,69.8,23.2
10109,30.0,M,182.2,85.4,15.5
10110,59.0,M,170.3,78.0,26.5
10111,59.0,M,160.3,56.1,18.4
10112,25.0,F,154.5,43.5,25.5
10113,33.0,M,180.3,80.6,27.7
10114,26.0,M,173.6,70.5,16.4
10115,36.0,M,171.0,67.8,25.3
10116,52.0,M,173.6,84.1,30.2
10117,31.0,M,175.0,76.4,22.6
10118,60.0,M,167.5,70.3,25.6
10119,24.0,M,171.0,57.6,15.7
10120,49.0,M,178.4,83.3,20.2
10121,33.0,F,149.5,45.6,30.8
10122,45.0,M,172.5,77.8,27.6
10123,30.0,M,175.0,81.2,25.2
10124,35.0,F,160.9,46.4,22.5
10125,27.0,M,174.7,85.2,22.4
10126,21.0,M,159.4,50.1,14.4
10127,57.0,M,169.6,68.4,20.8
10128,64.0,F,161.4,62.5,34.8
10129,40.0,M,170.8,69.8,16.7
10130,21.0,F,155.9,45.6,22.4
10131,21.0,M,170.3,81.2,29.4
10132,54.0,M,162.9,73.4,23.6
10133,60.0,F,151.3,51.0,31.5
10134,59.0,F,155.1,54.4,16.7
10135,58.0,F,157.9,57.4,32.71151
10136,63.0,F,156.1,50.5,27.4
10137,53.0,F,153.7,47.86,29.9
10138,38.0,F,169.9,68.8,34.1
10139,23.0,F,165.8,59.84,28.4
10140,56.0,F,158.3,51.1,31.0
10141,38.0,M,167.6,76.7,24.7
10142,31.0,F,158.9,56.7,22.0
10143,22.0,M,165.7,68.4,27.1
10144,54.0,F,156.3,66.6,35.6
10145,62.0,F,158.3,58.8,28.3
10146,21.0,M,172.8,76.7,18.6
10147,24.0,M,159.4,66.6,19.9
10148,24.0,F,161.6,52.5,23.5
10149,21.0,F,165.5,63.0,33.5
10150,47.0,F,152.6,53.9,30.0
10151,25.0,F,161.7,51.04,26.1
10152,44.0,M,170.7,71.0,23.8
10153,25.0,M,168.2,68.8,25.5
10154,32.0,M,168.5,73.6,23.4
10155,53.0,F,151.6,45.4,32.3
10156,28.0,F,164.3,59.9,35.7
10157,50.0,F,161.7,58.5,19.3
10158,35.0,M,178.3,102.9,30.5
10159,31.0,M,169.5,65.9,11.8
10160,21.0,M,182.4,78.3,15.8
10161,62.0,F,162.5,67.4,37.9
10162,64.0,F,151.3,52.2,34.5
10163,63.0,F,154.2,62.7,32.2
10164,22.0,M,170.0,64.6,12.9
10165,44.0,M,179.4,92.7,29.8
10166,39.0,M,182.6,78.7,22.2
10167,38.0,M,174.3,68.4,18.2
10168,39.0,M,177.5,77.0,22.1
10169,25.0,M,175.0,70.1,13.9
10170,63.0,M,162.8,71.3,27.8
10171,35.0,F,165.4,86.3,38.6
10172,27.0,M,171.3,65.6,15.9
10173,23.0,M,174.0,92.7,34.0
10174,22.0,M,165.6,76.1,26.4
10175,40.0,M,177.8,90.9,26.5
10176,55.0,M,173.7,67.3,19.9
10177,22.0,F,154.1,48.6,29.3
10178,61.0,F,154.8,54.6,26.8
10179,24.0,M,169.5,57.0,16.4
10180,64.0,F,160.9,58.6,27.1
10181,44.0,M,176.6,78.5,25.0
10182,26.0,F,161.6,63.9,32.1
10183,39.0,M,176.6,78.7,24.0
10184,29.0,F,162.6,53.7,29.2
10185,22.0,M,165.5,75.7,30.5
10186,23.0,F,160.8,60.2,21.0
10187,39.0,M,172.3,74.0,27.3
10188,51.0,M,169.3,73.2,23.1
10189,61.0,F,149.0,56.4,37.3
10190,33.0,M,176.9,71.2,11.1
10191,48.0,M,176.3,75.5,24.4
10192,32.0,M,166.8,75.9,21.7
10193,23.0,F,162.7,53.8,20.1
10194,54.0,M,174.1,71.2,20.7
10195,42.0,F,162.0,52.6,19.3
10196,24.0,F,167.7,62.3,29.1
10197,49.0,F,156.5,49.7,20.6
10198,21.0,F,155.6,45.8,19.1
10199,36.0,F,158.3,53.3,30.3
10200,25.0,M,165.0,57.9,19.0
10201,24.0,M,176.3,85.3,27.1
10202,29.0,M,169.5,76.2,20.1
10203,34.0,F,160.0,90.7,50.2
10204,30.0,M,182.9,80.6,17.3
10205,36.0,F,165.0,44.4,22.2
10206,38.0,M,175.6,77.4,24.7
10207,24.0,M,179.6,65.0,10.2
10208,27.0,F,159.1,55.1,34.9
10209,22.0,M,182.0,84.0,17.1
10210,26.0,F,163.3,62.7,24.3
10211,50.0,F,167.7,64.4,18.7
10212,22.0,M,163.2,62.1,21.7
10213,34.0,M,180.8,75.26,9.2
10214,21.0,M,173.1,72.5,21.8
10215,48.0,M,173.4,68.7,17.2
10216,50.0,F,156.7,70.2,36.6
10217,51.0,F,154.2,46.6,20.3
10218,22.0,M,180.1,77.0,9.7
10219,21.0,F,160.6,55.2,28.5
10220,61.0,F,155.4,51.3,35.6
10221,27.0,M,184.6,78.1,9.6
10222,53.0,M,167.1,68.3,20.5
10223,24.0,M,172.5,65.4,17.4
10224,39.0,M,171.8,75.3,18.4
10225,37.0,M,170.5,69.3,23.8
10226,23.0,M,171.2,67.4,15.2
10227,34.0,F,166.7,60.4,28.7
10228,32.0,F,166.2,58.5,25.7
10229,37.0,M,174.9,84.0,19.4
10230,32.0,M,185.1,77.3,22.7
10231,25.0,M,174.7,62.8,10.2
10232,22.0,F,157.0,52.9,26.6
10233,25.0,M,175.1,72.7,20.1
10234,42.0,M,185.6,83.0,19.2
10235,56.0,F,156.3,54.2,29.2
10236,57.0,M,167.6,75.8,21.1
10237,59.0,M,172.3,78.0,24.0
10238,25.0,M,183.5,77.6,15.1
10239,40.0,M,173.6,76.0,15.2
10240,26.0,M,168.9,72.6,18.4
10241,41.0,F,162.5,54.8,27.7
10242,62.0,F,160.5,55.1,34.0
10243,41.0,F,158.4,54.8,24.7
10244,37.0,M,183.6,84.6,20.4
10245,51.0,M,163.0,73.1,20.4
10246,63.0,M,170.6,74.7,24.7
10247,31.0,M,176.0,78.1,22.6
10248,22.0,M,182.3,86.9,16.6
10249,33.0,M,187.3,85.0,19.2
10250,40.0,M,175.0,76.6,25.3
10251,56.0,F,164.0,51.0,25.0
10252,28.0,F,157.7,51.9,32.1
10253,58.0,F,162.8,70.7,33.3
10254,51.0,F,163.3,56.4,23.5
10255,21.0,M,171.1,72.8,19.1
10256,24.0,M,176.4,74.3,14.7
10257,25.0,M,166.2,66.6,16.1
10258,29.0,M,172.1,70.0,17.8
10259,56.0,F,160.6,55.96,38.1
10260,23.0,M,180.7,69.4,13.4
10261,51.0,M,165.5,67.68,18.3
10262,29.0,M,169.3,63.1,22.8
10263,57.0,M,165.7,63.9,25.0
10264,26.0,M,177.8,70.1,11.5
10265,25.0,M,170.1,68.8,22.9
10266,54.0,M,172.5,75.92,21.4
10267,45.0,M,171.5,68.76,19.0
10268,44.0,M,172.0,75.4,19.2
10269,36.0,M,180.7,78.9,22.2
10270,25.0,M,171.7,65.1,11.8
10271,22.0,F,160.4,55.0,31.0
10272,25.0,F,162.3,57.8,24.8
10273,25.0,F,160.0,57.9,28.2
10274,28.0,M,168.3,64.9,18.0
10275,62.0,M,164.7,66.0,20.5
10276,21.0,M,180.3,65.9,15.8
10277,23.0,M,182.3,82.4,18.3
10278,21.0,F,165.5,64.9,25.7
10279,50.0,F,157.6,46.3,23.7
10280,63.0,M,170.1,61.7,17.3
10281,30.0,M,172.3,76.8,21.9
10282,21.0,F,165.3,51.8,28.6
10283,32.0,F,163.9,62.0,35.8
10284,56.0,M,168.0,67.3,23.4
10285,32.0,M,169.8,75.7,17.6
10286,49.0,F,148.9,56.2,35.9
10287,52.0,F,159.1,51.2,30.5
10288,28.0,M,163.0,67.9,23.3
10289,24.0,F,167.5,58.5,26.4
10290,21.0,M,172.1,71.3,23.6
10291,53.0,F,159.0,61.1,31.7
10292,32.0,F,160.2,57.4,27.6
10293,22.0,M,166.5,52.2,11.5
10294,21.0,F,156.3,52.3,34.3
10295,26.0,F,164.8,34.5,34.5
10296,21.0,M,177.0,87.0,25.5
10297,42.0,M,172.3,60.5,19.1
10298,27.0,M,163.3,67.1,19.1
10299,28.0,F,165.9,86.9,45.5
10300,34.0,M,174.5,70.7,17.9
10301,28.0,F,164.8,61.3,26.2
10302,24.0,M,165.4,68.0,11.0
10303,38.0,M,166.9,65.8,23.4
10304,29.0,M,177.5,71.6,13.4
10305,23.0,M,176.5,69.5,10.6
10306,22.0,M,182.5,80.04,17.9
10307,26.0,M,171.6,64.9,18.9
10308,45.0,M,171.6,72.0,24.9
10309,22.0,M,174.0,60.4,13.9
10310,29.0,M,173.1,72.1,15.5
10311,58.0,M,176.7,80.14,25.5
10312,30.0,M,170.1,75.0,21.2
10313,24.0,F,162.7,53.7,31.3
10314,37.0,M,177.4,81.9,21.1
10315,37.0,M,178.0,76.9,18.2
10316,28.0,M,173.9,76.5,26.8
10317,58.0,F,156.2,47.1,23.0
10318,54.0,M,165.9,64.0,23.4
10319,24.0,M,177.8,81.64,16.2
10320,26.0,M,163.6,63.8,21.0
10321,22.0,M,176.7,72.4,17.7
10322,38.0,M,170.7,65.8,15.2
10323,27.0,F,157.4,53.0,26.2
10324,25.0,M,170.2,65.7,12.2
10325,26.0,M,176.8,68.0,15.5
10326,42.0,M,177.1,75.5,27.1
10327,24.0,F,172.3,66.5,24.4
10328,24.0,M,175.7,66.4,9.8
10329,57.0,F,150.6,61.7,39.3
10330,44.0,M,178.1,77.9,18.8
10331,28.0,M,175.1,71.5,26.6
10332,49.0,F,160.0,56.0,25.9
10333,21.0,M,167.0,69.3,18.9
10334,37.0,M,172.5,81.9,21.0
10335,32.0,M,182.1,94.9,25.9
10336,44.0,M,178.0,75.0,20.1
10337,52.0,F,151.5,53.9,29.1
10338,21.0,F,150.7,55.1,37.0
10339,24.0,M,171.0,89.6,32.8
10340,29.0,M,164.3,57.2,7.4
10341,28.0,M,178.6,76.12,19.6
10342,39.0,M,173.2,79.3,29.0
10343,26.0,F,172.0,57.1,28.9
10344,36.0,M,167.5,66.7,17.9
10345,61.0,M,160.7,74.3,32.1
10346,60.0,M,172.4,65.8,20.7
10347,30.0,F,160.7,59.4,29.0
10348,52.0,F,147.8,49.6,28.8
10349,22.0,M,181.3,86.8,12.1
10350,40.0,M,172.6,64.4,19.1
10351,22.0,F,167.7,57.3,22.5
10352,22.0,M,177.0,65.28,10.2
10353,24.0,F,163.2,59.26,32.9
10354,34.0,F,165.5,56.4,33.2
10355,26.0,F,157.3,45.6,21.5
10356,39.0,M,166.6,66.0,18.3
10357,23.0,F,158.2,46.6,23.1
10358,30.0,M,182.3,72.06,12.6
10359,27.0,F,160.9,64.4,26.5
10360,21.0,F,160.0,53.1,31.4
10361,27.0,F,161.3,54.08,24.0
10362,23.0,M,182.7,91.7,28.7
10363,21.0,M,170.0,63.7,20.2
10364,54.0,M,174.5,71.6,14.5
10365,34.0,M,175.0,74.0,25.0
10366,25.0,M,174.4,69.5,14.2
10367,62.0,M,165.6,64.9,15.7
10368,45.0,F,167.6,57.5,27.8
10369,37.0,M,171.4,71.1,18.2
10370,21.0,M,171.8,61.4,12.0
10371,31.0,M,183.8,90.1,24.4
10372,56.0,F,162.5,64.5,35.00452
10373,24.0,M,174.6,91.12,29.4
10374,23.0,M,169.6,62.4,11.8
10375,63.0,F,156.7,66.5,41.3
10376,27.0,M,164.6,67.1,19.3
10377,38.0,M,175.7,70.3,17.9
10378,62.0,M,163.8,65.2,22.9
10379,24.0,F,162.0,47.9,15.6
10380,39.0,M,183.0,75.0,15.7
10381,21.0,M,170.6,58.7,14.8
10382,25.0,M,175.6,76.4,30.8
10383,37.0,M,171.1,71.9,22.3
10384,62.0,M,164.4,60.98,16.1
10385,43.0,M,172.6,72.2,17.7
10386,24.0,M,179.6,81.9,21.7
10387,22.0,M,168.9,67.9,20.4
10388,61.0,M,160.7,63.9,22.7
10389,24.0,M,179.2,85.1,25.4
10390,53.0,F,153.9,53.0,34.2
10391,56.0,F,156.5,73.9,40.9
10392,32.0,M,173.2,71.0,24.1
10393,25.0,M,168.5,73.0,27.7
10394,41.0,M,159.4,68.2,40.5
10395,60.0,F,155.6,58.8,33.0
10396,23.0,M,170.0,68.2,23.0
10397,26.0,F,165.9,58.0,22.5
10398,30.0,M,173.2,64.4,15.1
10399,33.0,M,165.6,69.2,24.5
10400,45.0,M,170.2,66.3,20.1
10401,54.0,M,168.4,63.3,15.3
10402,32.0,M,167.6,71.6,25.5
10403,61.0,F,155.5,62.1,30.5
10404,45.0,M,178.8,81.3,22.2
10405,23.0,M,176.0,83.9,22.0
10406,43.0,M,164.0,63.6,25.2
10407,46.0,M,172.8,64.9,12.0
10408,31.0,F,167.0,58.1,27.4
10409,23.0,M,168.4,55.6,6.6
10410,30.0,M,176.2,76.1,20.4
10411,31.0,M,174.6,72.0,15.7
10412,34.0,M,177.0,66.7,12.1
10413,47.0,M,177.1,77.9,23.4
10414,30.0,M,167.9,74.5,19.4
10415,56.0,F,160.1,61.0,28.0
10416,56.0,M,162.0,73.6,30.5
10417,25.0,F,162.6,63.0,31.2
10418,60.0,M,167.8,68.6,19.8
10419,23.0,F,163.2,59.1,33.9
10420,26.0,F,162.0,60.4,29.9
10421,58.0,F,153.7,54.1,27.8
10422,37.0,M,179.0,87.1,23.4
10423,29.0,M,167.5,76.2,18.7
10424,30.0,M,178.5,76.0,18.1
10425,54.0,M,178.3,76.7,22.3
10426,38.0,M,171.5,66.3,19.4
10427,26.0,M,175.2,85.3,14.7
10428,22.0,M,169.2,70.2,17.5
10429,37.0,M,169.0,74.3,24.2
10430,59.0,F,151.2,63.7,45.1
10431,30.0,M,174.0,70.6,12.3
10432,59.0,M,168.1,61.9,22.1
10433,41.0,M,173.1,66.7,19.7
10434,40.0,F,158.5,52.7,32.3
10435,45.0,M,169.8,71.0,24.6
10436,30.0,M,180.1,73.1,12.92922
10437,21.0,M,177.2,64.5,7.7
10438,28.0,M,169.1,86.0,19.2
10439,22.0,F,169.3,62.3,25.6
10440,64.0,F,157.7,74.8,49.2
10441,28.0,F,158.1,58.6,29.9
10442,26.0,F,166.6,55.9,24.5
10443,35.0,F,159.2,46.8,18.2
10444,55.0,F,166.0,68.6,28.4
10445,26.0,M,169.2,56.5,13.9
10446,37.0,M,169.8,66.9,24.2
10447,22.0,F,163.4,58.7,23.3
10448,35.0,M,171.7,72.3,25.3
10449,60.0,F,159.3,59.9,26.4
10450,24.0,M,176.0,77.2,21.0
10451,26.0,M,177.5,79.2,22.9
10452,42.0,F,157.0,76.8,41.2
10453,45.0,F,157.9,54.5,24.7
10454,56.0,M,177.4,76.7,24.7
10455,36.0,M,173.6,74.1,17.1
10456,37.0,M,173.1,77.3,20.1
10457,47.0,F,158.5,74.7,43.7
10458,31.0,M,174.8,67.8,17.8
10459,60.0,F,163.6,69.0,40.7
10460,59.0,M,181.0,91.5,26.9
10461,26.0,M,170.6,59.4,17.7
10462,24.0,M,174.0,76.5,20.3
10463,49.0,M,172.5,66.8,15.5
10464,26.0,M,179.0,81.72,24.4
10465,60.0,M,168.9,68.0,17.3
10466,30.0,M,174.5,78.9,25.0
10467,24.0,M,173.8,70.0,13.2
10468,46.0,M,170.0,71.0,21.0
10469,47.0,M,173.9,77.0,21.2
10470,55.0,M,167.0,80.4,28.5
10471,61.0,M,167.0,56.3,18.3
10472,31.0,M,183.2,80.4,11.6
10473,42.0,M,175.7,74.3,19.8
10474,61.0,M,171.5,64.3,19.8
10475,24.0,F,159.2,55.9,28.2
10476,21.0,M,171.0,67.0,21.0
10477,63.0,M,172.2,63.0,19.0
10478,58.0,F,151.9,54.8,36.7
10479,42.0,F,152.3,52.8,25.9
10480,26.0,M,172.5,63.2,17.5
10481,51.0,F,163.9,52.82,15.7
10482,24.0,M,173.3,68.0,14.5
10483,31.0,M,181.6,87.5,16.2
10484,47.0,M,172.5,71.5,19.5
10485,25.0,F,166.6,76.7,32.7
10486,25.0,M,175.0,72.4,17.8
10487,43.0,F,159.8,54.8,24.0
10488,51.0,M,163.3,69.0,22.8
10489,36.0,M,164.4,70.2,26.3
10490,32.0,M,173.8,72.3,28.6
10491,25.0,M,166.3,53.9,12.8
10492,22.0,F,157.5,57.4,31.4
10493,61.0,M,173.5,68.8,18.1
10494,36.0,M,182.0,73.1,21.5
10495,21.0,M,167.1,63.7,12.7
10496,34.0,M,179.6,81.4,18.1
10497,29.0,M,173.6,102.8,35.5
10498,27.0,M,158.0,49.7,25.9
10499,27.0,F,155.0,57.3,27.9
10500,21.0,M,172.5,72.4,20.4
10501,54.0,F,160.5,63.8,35.7
10502,60.0,M,168.9,55.6,14.2
10503,40.0,F,161.4,45.8,21.7
10504,21.0,M,177.5,71.4,16.3
10505,29.0,M,178.6,78.7,16.1
10506,24.0,M,178.7,76.1,15.9
10507,57.0,F,151.9,60.6,37.6
10508,34.0,M,167.3,76.0,27.6
10509,23.0,M,176.1,76.1,23.4
10510,47.0,M,169.7,75.7,23.1
10511,51.0,M,167.4,59.5,15.6
10512,29.0,M,167.0,64.0,17.3
10513,25.0,M,179.8,83.5,27.9
10514,26.0,M,170.8,61.72,21.6
10515,23.0,F,170.2,68.0,32.8
10516,29.0,M,173.0,72.1,22.8
10517,39.0,F,160.6,49.9,26.8
10518,22.0,F,163.0,57.44,21.1
10519,21.0,M,170.1,66.7,17.4
10520,61.0,M,171.5,73.8,29.2
10521,26.0,F,168.5,62.8,26.38361
10522,25.0,M,166.8,64.6,17.0
10523,44.0,M,169.5,75.6,24.6
10524,30.0,F,158.3,51.5,24.8
10525,43.0,M,168.1,70.5,27.0
10526,29.0,F,166.3,53.8,22.9
10527,37.0,F,160.0,61.2,35.3
10528,62.0,F,152.0,55.6,43.0
10529,62.0,F,151.6,47.0,21.3
10530,40.0,F,159.1,51.9,25.2
10531,23.0,F,165.6,64.8,25.0
10532,41.0,M,174.3,79.0,25.9
10533,23.0,M,178.0,74.4,21.9
10534,64.0,F,158.7,51.6,34.0
10535,33.0,M,179.4,65.9,17.0
10536,23.0,M,178.4,75.4,13.0
10537,21.0,M,171.4,68.7,18.1
10538,59.0,F,163.1,61.4,35.3
10539,22.0,M,184.4,82.5,16.6
10540,31.0,M,181.2,86.8,20.7
10541,50.0,M,163.4,60.8,13.9
10542,21.0,F,159.6,53.3,22.9
10543,64.0,M,167.5,78.1,31.2
10544,49.0,F,155.8,54.2,29.6
10545,42.0,M,172.6,75.4,14.4
10546,22.0,M,172.0,70.0,15.0
10547,27.0,M,178.2,82.1,16.2
10548,41.0,M,167.8,69.6,17.5
10549,58.0,M,172.9,82.5,26.2
10550,24.0,M,168.2,72.0,18.6
10551,54.0,M,178.3,77.6,22.1
10552,50.0,F,152.5,39.3,22.2
10553,35.0,M,168.6,59.0,16.3
10554,59.0,M,169.3,70.8,26.1
10555,37.0,M,178.3,72.4,17.5
10556,36.0,F,155.9,50.2,24.9
10557,36.0,M,174.8,77.9,24.0
10558,27.0,M,175.3,77.0,9.9
10559,47.0,M,171.0,72.64,20.6
10560,41.0,M,175.9,89.9,22.7
10561,24.0,M,176.3,69.2,14.1
10562,26.0,F,156.5,50.8,30.0
10563,28.0,M,169.4,77.3,18.2
10564,57.0,F,148.0,52.1,35.0
10565,62.0,M,171.2,62.5,22.8
10566,24.0,F,164.1,59.3,24.4
10567,34.0,F,161.0,49.1,25.4
10568,28.0,F,158.0,45.1,26.3
10569,56.0,M,172.8,67.5,20.8
10570,62.0,M,168.7,62.6,21.2
10571,37.0,M,168.0,72.7,21.4
10572,22.0,F,156.5,44.5,25.3
10573,25.0,M,168.0,61.4,15.4
10574,21.0,M,178.2,69.2,10.3
10575,43.0,M,179.7,65.3,11.4
10576,56.0,F,156.6,52.4,23.8
10577,60.0,M,165.9,61.9,10.3
10578,43.0,F,165.0,51.9,24.0
10579,23.0,M,173.9,65.9,10.1
10580,61.0,F,154.7,54.1,30.6
10581,35.0,M,172.0,87.1,26.0
10582,29.0,M,174.3,74.4,15.7
10583,60.0,F,156.1,62.62,36.7
10584,26.0,M,163.1,64.8,30.4
10585,48.0,M,174.2,87.0,23.5
10586,49.0,M,173.0,84.7,23.6
10587,57.0,M,171.6,82.0,20.7
10588,21.0,M,177.0,94.1,23.9
10589,33.0,M,181.1,80.3,11.6
10590,23.0,M,170.3,79.8,21.5
10591,38.0,F,166.4,52.4,27.6
10592,56.0,F,150.2,60.1,38.7
10593,31.0,F,167.8,52.8,24.4
10594,28.0,M,171.7,80.2,18.7
10595,21.0,M,174.4,64.6,17.7
10596,63.0,F,153.4,47.3,26.0
10597,37.0,M,165.0,58.4,17.4
10598,26.0,F,150.6,56.2,32.0
10599,30.0,M,184.0,84.6,15.8
10600,52.0,F,157.9,73.2,39.8
10601,40.0,F,161.2,56.88,27.8
10602,43.0,M,168.6,69.7,27.5
10603,27.0,F,166.0,60.4,29.1
10604,35.0,M,169.8,71.6,22.2
10605,45.0,M,173.7,72.4,15.1
10606,21.0,M,173.9,74.08,23.5
10607,24.0,M,180.9,77.6,13.5
10608,57.0,F,148.4,62.5,48.1
10609,57.0,F,149.1,56.0,30.6
10610,29.0,M,176.9,74.3,18.2
10611,27.0,F,160.8,53.1,26.7
10612,37.0,M,166.1,70.8,16.7
10613,31.0,M,160.4,63.1,16.7
10614,21.0,M,169.5,58.2,15.4
10615,60.0,M,159.2,69.2,20.5
10616,22.0,F,157.1,52.1,31.3
10617,62.0,F,154.0,55.1,34.1
10618,30.0,M,174.1,70.7,18.0
10619,21.0,F,161.0,45.2,17.4
10620,41.0,M,168.1,60.1,18.0
10621,63.0,M,168.6,56.6,21.3
10622,32.0,M,169.7,70.2,23.4
10623,31.0,M,172.4,84.7,27.9
10624,26.0,F,160.0,63.56,32.0
10625,25.0,M,174.1,71.7,7.5
10626,37.0,M,171.1,69.6,22.2
10627,24.0,F,165.4,53.1,18.4
10628,25.0,M,168.5,74.1,23.0
10629,29.0,M,173.1,68.6,14.3
10630,24.0,M,165.3,59.8,13.8
10631,24.0,M,178.0,63.4,10.9
10632,30.0,F,161.6,48.3,23.9
10633,49.0,M,160.4,47.7,14.8
10634,32.0,M,177.8,72.5,18.7
10635,21.0,F,167.4,72.18,40.0
10636,24.0,F,159.8,48.8,18.2
10637,28.0,M,187.0,98.54,24.2
10638,26.0,M,174.9,86.9,29.1
10639,22.0,M,166.9,67.8,22.8
10640,37.0,F,157.3,61.1,33.4
10641,31.0,F,171.0,61.68,21.0
10642,22.0,M,172.4,72.6,17.9
10643,21.0,F,166.4,64.1,31.1
10644,24.0,F,166.9,54.3,20.7
10645,24.0,F,168.8,59.8,19.3
10646,22.0,F,162.4,46.9,16.8
10647,63.0,F,155.6,52.7,24.2
10648,31.0,M,171.0,72.2,22.4
10649,21.0,F,163.8,85.1,47.9
10650,39.0,M,170.4,92.3,27.4
10651,23.0,M,172.9,76.7,16.5
10652,59.0,M,160.7,56.8,18.2
10653,28.0,F,166.0,59.1,23.4
10654,63.0,M,165.1,66.3,22.6
10655,59.0,M,166.0,67.6,23.0
10656,37.0,M,172.7,69.9,19.8
10657,25.0,M,173.0,69.6,15.2
10658,41.0,M,183.8,76.8,16.9
